timestamp,price_date,vix_future,source,symbol,price
202503010517,2025-03-01,VIX,Yahoo,YAHOO:VIX,19.6299991607666
202503010517,2025-03-01,VXH5,CBOE,/VXH5,18.8291
202503010517,2025-03-01,VXH5,PCF,PCF:VXH5,18.1337
202503010517,2025-03-01,VXJ5,CBOE,/VXJ5,19.0461
202503010517,2025-03-01,VXJ5,PCF,PCF:VXJ5,18.6034
202503010517,2025-03-01,VXJ5,Yahoo,YAHOO:VXJ5,18.829099655151367
202503010517,2025-03-01,VXK5,CBOE,/VXK5,19.1514
202503010517,2025-03-01,VXK5,Yahoo,YAHOO:VXK5,19.046100616455078
202503010517,2025-03-01,VXM5,CBOE,/VXM5,19.2665
202503010517,2025-03-01,VXM5,Yahoo,YAHOO:VXM5,19.151399612426758
202503010517,2025-03-01,VXN5,CBOE,/VXN5,19.6167
202503010517,2025-03-01,VXQ5,CBOE,/VXQ5,19.71
202503010517,2025-03-01,VXU5,CBOE,/VXU5,19.9181
202503010517,2025-03-01,VXV5,CBOE,/VXV5,19.985
202503010517,2025-03-01,VXX5,CBOE,/VXX5,20.025
